CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,ReportDate,OffenseCount,Year
Property,Downtown,12/16/18,1654,Fraud Offenses,Credit Card/ATM Fraud,12/17/18,1,2018
Property,Downtown,1/14/18,1754,Robbery,Robbery,1/14/18,1,2018
Property,Downtown,2/15/18,1513,Larceny Offenses,Shoplifting,2/15/18,1,2018
Person,Downtown,5/29/18,2016,Assault Offenses,Simple Assault,5/29/18,1,2018
Property,Downtown,5/29/18,2016,Larceny Offenses,Shoplifting,5/29/18,1,2018
Property,Downtown,6/13/18,0113,Vandalism,Vandalism,6/13/18,1,2018
Property,Downtown,6/13/18,1422,Robbery,Robbery,6/13/18,1,2018
Property,Downtown,6/17/18,1548,Robbery,Robbery,6/17/18,1,2018
Property,Downtown,11/7/18,2247,Larceny Offenses,Shoplifting,11/7/18,1,2018
Person,Downtown,11/10/18,2357,Assault Offenses,Simple Assault,11/11/18,1,2018
Property,Downtown,11/19/18,1919,Larceny Offenses,Shoplifting,11/19/18,1,2018
Property,Downtown,12/17/18,0700,Robbery,Robbery,12/17/18,1,2018
Property,Downtown,12/28/18,2135,Vandalism,Vandalism,12/28/18,1,2018
Property,Downtown,5/27/18,1405,Larceny Offenses,All Other Larceny,5/28/18,1,2018
Property,Downtown,8/28/18,0830,Larceny Offenses,All Other Larceny,8/31/18,1,2018
Property,Downtown,11/23/18,1210,Larceny Offenses,Theft From Building,11/23/18,1,2018
Property,Downtown,1/16/18,1800,Vandalism,Vandalism,1/17/18,1,2018
Property,Downtown,5/8/18,2036,Vandalism,Vandalism,5/8/18,1,2018
Property,Downtown,11/14/18,2009,Robbery,Robbery,11/14/18,1,2018
Property,Downtown,8/16/18,2355,Larceny Offenses,Theft From Motor Vehicle,8/21/18,1,2018
Property,Downtown,4/20/18,2313,Burglary,Burglary,4/20/18,1,2018
Property,Downtown,6/15/18,1200,Burglary,Burglary,6/23/18,1,2018
Property,Downtown,7/24/18,1200,Larceny Offenses,Theft From Building,7/25/18,1,2018
Property,Downtown,7/31/18,1600,Larceny Offenses,All Other Larceny,8/1/18,1,2018
Property,Downtown,3/26/18,0447,Burglary,Burglary,3/26/18,1,2018
Property,Downtown,4/27/18,0429,Burglary,Burglary,4/27/18,1,2018
Property,Downtown,4/21/18,0115,Larceny Offenses,Theft From Motor Vehicle,4/21/18,1,2018
Property,Downtown,2/9/18,1230,Larceny Offenses,Theft From Building,3/11/18,1,2018
Property,Downtown,7/21/18,0651,Vandalism,Vandalism,7/21/18,1,2018
Property,Downtown,12/29/17,1930,Vandalism,Vandalism,1/2/18,1,2018
Property,Downtown,1/6/18,0200,Vandalism,Vandalism,1/6/18,1,2018
Property,Downtown,1/6/18,0200,Vandalism,Vandalism,1/6/18,1,2018
Property,Downtown,1/6/18,1642,Vandalism,Vandalism,1/6/18,1,2018
Society,Downtown,1/6/18,1642,Drug/Narcotic Offenses,Drug/Narcotic Violations,1/6/18,1,2018
Property,Downtown,1/30/18,2340,Vandalism,Vandalism,1/30/18,1,2018
Property,Downtown,11/10/18,1033,Vandalism,Vandalism,11/10/18,1,2018
Property,Downtown,1/19/18,2106,Motor Vehicle Theft,Motor Vehicle Theft,1/19/18,1,2018
Property,Downtown,4/3/18,1930,Fraud Offenses,Identity Theft,4/4/18,1,2018
Property,Downtown,4/15/18,2335,Motor Vehicle Theft,Motor Vehicle Theft,4/15/18,1,2018
Person,Downtown,10/22/18,2121,Assault Offenses,Simple Assault,10/22/18,1,2018
Property,Downtown,11/5/18,2255,Larceny Offenses,All Other Larceny,11/5/18,1,2018
Property,Downtown,7/27/18,2300,Larceny Offenses,Theft From Building,7/28/18,1,2018
Property,Downtown,11/14/18,0700,Vandalism,Vandalism,11/14/18,1,2018
Property,Downtown,9/25/18,0011,Vandalism,Vandalism,9/25/18,1,2018
Property,Downtown,1/9/18,0030,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,1/9/18,0030,Vandalism,Vandalism,1/9/18,1,2018
Property,Downtown,3/30/18,1312,Vandalism,Vandalism,3/30/18,1,2018
Person,Downtown,4/10/18,1730,Assault Offenses,Simple Assault,4/10/18,1,2018
Property,Downtown,5/16/18,2220,Burglary,Burglary,5/18/18,1,2018
Property,Downtown,5/18/18,2300,Burglary,Burglary,5/20/18,1,2018
Property,Downtown,6/11/18,0540,Burglary,Burglary,6/14/18,1,2018
Property,Downtown,6/17/18,1102,Burglary,Burglary,6/17/18,1,2018
Property,Downtown,7/20/18,1103,Burglary,Burglary,7/20/18,1,2018
Property,Downtown,8/18/18,2100,Robbery,Robbery,8/19/18,1,2018
Property,Downtown,8/30/18,2201,Burglary,Burglary,8/30/18,1,2018
Person,Downtown,9/25/18,1826,Assault Offenses,Simple Assault,9/25/18,1,2018
Property,Downtown,1/4/18,1900,Larceny Offenses,Theft From Motor Vehicle,1/4/18,1,2018
Property,Downtown,1/2/18,1700,Vandalism,Vandalism,1/5/18,1,2018
Property,Downtown,2/9/18,0200,Larceny Offenses,Theft From Motor Vehicle,2/9/18,1,2018
Property,Downtown,3/28/18,0525,Vandalism,Vandalism,3/28/18,1,2018
Property,Downtown,3/28/18,2200,Larceny Offenses,Theft From Motor Vehicle,3/30/18,1,2018
Property,Downtown,9/20/17,1835,Vandalism,Vandalism,5/6/18,1,2018
Property,Downtown,5/21/18,0000,Burglary,Burglary,5/21/18,1,2018
Property,Downtown,5/28/18,1600,Larceny Offenses,Theft From Motor Vehicle,5/29/18,1,2018
Property,Downtown,5/23/18,1535,Larceny Offenses,All Other Larceny,6/1/18,1,2018
Property,Downtown,6/1/18,1240,Vandalism,Vandalism,6/17/18,1,2018
Property,Downtown,7/31/18,0700,Vandalism,Vandalism,7/31/18,1,2018
Property,Downtown,7/31/18,0000,Larceny Offenses,Theft From Motor Vehicle,7/31/18,1,2018
Property,Downtown,7/28/18,1255,Larceny Offenses,Theft From Motor Vehicle,7/29/18,1,2018
Property,Downtown,1/8/18,1000,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,2/24/18,2030,Larceny Offenses,Theft From Motor Vehicle,2/25/18,1,2018
Property,Downtown,4/2/18,1330,Larceny Offenses,All Other Larceny,4/2/18,1,2018
Property,Downtown,4/15/18,0727,Larceny Offenses,Theft From Motor Vehicle,4/15/18,1,2018
Property,Downtown,4/15/18,0727,Vandalism,Vandalism,4/15/18,1,2018
Property,Downtown,4/25/18,0130,Burglary,Burglary,4/25/18,1,2018
Property,Downtown,4/25/18,0130,Fraud Offenses,Identity Theft,4/25/18,1,2018
Property,Downtown,6/10/18,0900,Vandalism,Vandalism,6/11/18,1,2018
Person,Downtown,8/8/18,1229,Assault Offenses,Simple Assault,8/8/18,1,2018
Property,Downtown,12/17/18,1145,Larceny Offenses,Theft From Building,12/17/18,1,2018
Property,Downtown,1/8/18,2030,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,1/8/18,2305,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,1/9/18,1300,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,1/9/18,0000,Larceny Offenses,Theft From Motor Vehicle,1/9/18,1,2018
Property,Downtown,4/1/18,0315,Larceny Offenses,Theft From Motor Vehicle,4/2/18,1,2018
Property,Downtown,4/6/18,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,4/6/18,1,2018
Property,Downtown,4/14/18,1900,Larceny Offenses,Theft From Motor Vehicle,4/15/18,1,2018
Property,Downtown,4/17/18,0715,Larceny Offenses,All Other Larceny,4/23/18,1,2018
Property,Downtown,7/3/18,1420,Larceny Offenses,All Other Larceny,7/3/18,1,2018
Property,Downtown,7/22/18,1830,Larceny Offenses,Theft From Motor Vehicle,7/23/18,1,2018
Property,Downtown,8/29/18,1205,Vandalism,Vandalism,8/29/18,1,2018
Property,Downtown,9/8/18,0800,Larceny Offenses,All Other Larceny,9/9/18,1,2018
Property,Downtown,12/4/18,0800,Larceny Offenses,Theft From Motor Vehicle,12/5/18,1,2018
Person,Downtown,4/27/18,1400,Assault Offenses,Simple Assault,5/3/18,1,2018
Person,Downtown,5/8/18,0910,Assault Offenses,Simple Assault,5/8/18,1,2018
Person,Downtown,5/8/18,1302,Assault Offenses,Aggravated Assault,5/8/18,1,2018
Property,Downtown,6/20/18,2000,Larceny Offenses,All Other Larceny,6/21/18,1,2018
Property,Downtown,6/21/18,1246,Larceny Offenses,All Other Larceny,6/21/18,1,2018
Property,Downtown,10/11/18,0931,Larceny Offenses,Theft From Building,10/11/18,1,2018
Property,Downtown,4/19/18,0530,Fraud Offenses,False Pretenses/Swindle/Confidence Game,4/19/18,1,2018
Property,Downtown,7/26/18,0830,Larceny Offenses,All Other Larceny,7/27/18,1,2018
Property,Downtown,8/5/18,2025,Larceny Offenses,Theft From Motor Vehicle,8/5/18,1,2018
Property,Downtown,1/15/18,1949,Larceny Offenses,Shoplifting,1/15/18,1,2018
Person,Downtown,1/17/18,1754,Assault Offenses,Simple Assault,1/17/18,1,2018
Person,Downtown,1/23/18,1726,Assault Offenses,Simple Assault,1/23/18,2,2018
Property,Downtown,3/6/18,1448,Larceny Offenses,Shoplifting,3/6/18,1,2018
Property,Downtown,3/10/18,1521,Larceny Offenses,Shoplifting,3/10/18,1,2018
Property,Downtown,3/10/18,1847,Larceny Offenses,Shoplifting,3/10/18,1,2018
Property,Downtown,3/11/18,1040,Larceny Offenses,Shoplifting,3/11/18,1,2018
Property,Downtown,3/10/18,2001,Larceny Offenses,Shoplifting,3/11/18,1,2018
Property,Downtown,3/11/18,1330,Larceny Offenses,Shoplifting,3/11/18,1,2018
Property,Downtown,3/30/18,1404,Larceny Offenses,Shoplifting,3/30/18,1,2018
Property,Downtown,3/30/18,1823,Larceny Offenses,Shoplifting,3/30/18,1,2018
Property,Downtown,4/21/18,2045,Larceny Offenses,Shoplifting,4/21/18,1,2018
Property,Downtown,4/23/18,1727,Larceny Offenses,Shoplifting,4/23/18,1,2018
Property,Downtown,4/27/18,1945,Larceny Offenses,Shoplifting,4/27/18,1,2018
Property,Downtown,5/3/18,2000,Larceny Offenses,Shoplifting,5/3/18,1,2018
Property,Downtown,5/5/18,1516,Larceny Offenses,Shoplifting,5/5/18,1,2018
Property,Downtown,5/5/18,1925,Larceny Offenses,Shoplifting,5/5/18,1,2018
Property,Downtown,5/11/18,2024,Larceny Offenses,Shoplifting,5/11/18,1,2018
Property,Downtown,5/17/18,1925,Larceny Offenses,Shoplifting,5/17/18,1,2018
Person,Downtown,5/21/18,2058,Assault Offenses,Aggravated Assault,5/21/18,1,2018
Property,Downtown,5/25/18,1751,Robbery,Robbery,5/25/18,1,2018
Property,Downtown,6/16/18,1332,Larceny Offenses,Shoplifting,6/16/18,1,2018
Property,Downtown,7/7/18,1409,Larceny Offenses,Shoplifting,7/7/18,1,2018
Property,Downtown,7/11/18,1953,Larceny Offenses,Shoplifting,7/12/18,1,2018
Property,Downtown,7/17/18,1635,Larceny Offenses,Shoplifting,7/17/18,1,2018
Property,Downtown,7/17/18,2100,Larceny Offenses,Shoplifting,7/17/18,1,2018
Property,Downtown,8/7/18,1805,Burglary,Burglary,8/7/18,1,2018
Property,Downtown,8/7/18,1805,Robbery,Robbery,8/7/18,1,2018
Property,Downtown,8/16/18,1102,Larceny Offenses,Shoplifting,8/16/18,1,2018
Property,Downtown,8/25/18,1244,Larceny Offenses,Shoplifting,8/25/18,1,2018
Society,Downtown,8/25/18,1244,Drug/Narcotic Offenses,Drug/Narcotic Violations,8/25/18,1,2018
Property,Downtown,8/25/18,1823,Larceny Offenses,Shoplifting,8/25/18,1,2018
Property,Downtown,8/28/18,1505,Larceny Offenses,Shoplifting,8/28/18,1,2018
Property,Downtown,8/28/18,1900,Larceny Offenses,Shoplifting,8/28/18,1,2018
Property,Downtown,8/28/18,2048,Larceny Offenses,Shoplifting,8/28/18,1,2018
Property,Downtown,8/30/18,1904,Larceny Offenses,Theft From Building,8/30/18,1,2018
Property,Downtown,9/4/18,1412,Larceny Offenses,Shoplifting,9/4/18,1,2018
Property,Downtown,9/8/18,1256,Larceny Offenses,Shoplifting,9/8/18,1,2018
Property,Downtown,9/10/18,1406,Larceny Offenses,Shoplifting,9/10/18,1,2018
Property,Downtown,9/13/18,1714,Larceny Offenses,Shoplifting,9/13/18,1,2018
Property,Downtown,9/18/18,1425,Robbery,Robbery,9/18/18,1,2018
Property,Downtown,9/19/18,1717,Burglary,Burglary,9/19/18,1,2018
Property,Downtown,9/27/18,1752,Larceny Offenses,Shoplifting,9/27/18,1,2018
Property,Downtown,10/1/18,1450,Larceny Offenses,All Other Larceny,10/1/18,1,2018
Property,Downtown,10/11/18,1359,Larceny Offenses,Shoplifting,10/11/18,1,2018
Property,Downtown,10/11/18,1613,Larceny Offenses,Shoplifting,10/11/18,1,2018
Property,Downtown,10/11/18,1847,Larceny Offenses,Shoplifting,10/11/18,1,2018
Property,Downtown,10/17/18,0039,Larceny Offenses,Theft From Motor Vehicle,10/17/18,1,2018
Property,Downtown,10/25/18,1834,Larceny Offenses,Shoplifting,10/25/18,1,2018
Person,Downtown,11/5/18,1649,Assault Offenses,Simple Assault,11/5/18,1,2018
Property,Downtown,11/8/18,1904,Larceny Offenses,Shoplifting,11/8/18,1,2018
Property,Downtown,11/8/18,2105,Larceny Offenses,Shoplifting,11/8/18,1,2018
Property,Downtown,11/12/18,1930,Larceny Offenses,Shoplifting,11/12/18,1,2018
Property,Downtown,11/15/18,1844,Larceny Offenses,Shoplifting,11/15/18,1,2018
Property,Downtown,11/17/18,1543,Larceny Offenses,Shoplifting,11/18/18,1,2018
Property,Downtown,11/17/18,1313,Larceny Offenses,Shoplifting,11/18/18,1,2018
Property,Downtown,11/24/18,1253,Larceny Offenses,Shoplifting,11/24/18,1,2018
Society,Downtown,11/24/18,1253,Weapon Law Violations,Weapons Law Violations,11/24/18,1,2018
Property,Downtown,11/24/18,2031,Larceny Offenses,Shoplifting,11/24/18,1,2018
Property,Downtown,11/25/18,1940,Larceny Offenses,Shoplifting,11/30/18,1,2018
Person,Downtown,12/1/18,1723,Assault Offenses,Simple Assault,12/1/18,1,2018
Property,Downtown,12/1/18,1723,Robbery,Robbery,12/1/18,1,2018
Property,Downtown,12/7/18,1609,Larceny Offenses,Shoplifting,12/7/18,1,2018
Property,Downtown,11/23/18,0925,Larceny Offenses,Shoplifting,12/12/18,1,2018
Property,Downtown,12/12/18,1028,Larceny Offenses,Shoplifting,12/12/18,1,2018
Property,Downtown,11/23/18,1513,Larceny Offenses,Shoplifting,12/12/18,1,2018
Property,Downtown,12/28/18,1218,Robbery,Robbery,12/28/18,1,2018
Property,Downtown,5/15/18,1920,Fraud Offenses,Identity Theft,5/15/18,1,2018
Property,Downtown,3/22/18,1130,Larceny Offenses,Theft From Building,3/23/18,1,2018
Property,Downtown,5/17/18,2010,Larceny Offenses,Shoplifting,5/18/18,1,2018
Property,Downtown,5/24/18,1830,Larceny Offenses,Shoplifting,5/24/18,1,2018
Property,Downtown,5/24/18,2045,Larceny Offenses,Shoplifting,5/28/18,1,2018
Property,Downtown,5/24/18,2024,Larceny Offenses,Shoplifting,5/28/18,1,2018
Property,Downtown,5/29/18,1709,Larceny Offenses,Shoplifting,5/29/18,1,2018
Property,Downtown,6/13/18,1710,Larceny Offenses,Shoplifting,6/13/18,1,2018
Property,Downtown,7/21/18,1729,Larceny Offenses,Shoplifting,7/26/18,1,2018
Property,Downtown,8/7/18,1153,Larceny Offenses,Shoplifting,8/7/18,1,2018
Property,Downtown,8/7/18,1620,Larceny Offenses,All Other Larceny,8/7/18,1,2018
Property,Downtown,9/17/18,1615,Larceny Offenses,Shoplifting,10/10/18,1,2018
Property,Downtown,9/14/18,1430,Larceny Offenses,Shoplifting,11/18/18,1,2018
Property,Downtown,4/19/18,1000,Vandalism,Vandalism,4/19/18,1,2018
Property,Downtown,2/6/18,1520,Larceny Offenses,Pocket-Picking,2/6/18,1,2018
Property,Downtown,6/3/18,0000,Vandalism,Vandalism,6/3/18,1,2018
Property,Downtown,7/18/18,2024,Vandalism,Vandalism,7/18/18,1,2018
Society,Downtown,9/24/18,2145,Pornography/Obscene Material,Pornography/Obscene Material,9/25/18,1,2018
Property,Downtown,1/13/18,1920,Robbery,Robbery,1/13/18,1,2018
Property,Downtown,5/5/18,1438,Larceny Offenses,Theft From Building,5/9/18,1,2018
Society,Downtown,8/10/18,0048,Weapon Law Violations,Weapons Law Violations,8/10/18,1,2018
Property,Downtown,11/7/18,1823,Larceny Offenses,Theft From Building,11/7/18,1,2018
Property,Downtown,6/19/18,1003,Larceny Offenses,Shoplifting,6/20/18,1,2018
Person,Downtown,1/3/18,2321,Assault Offenses,Simple Assault,1/3/18,1,2018
Property,Downtown,1/13/18,2326,Larceny Offenses,Theft From Motor Vehicle,1/13/18,1,2018
Person,Downtown,1/16/18,1757,Assault Offenses,Simple Assault,1/16/18,1,2018
Society,Downtown,1/16/18,1757,Drug/Narcotic Offenses,Drug/Narcotic Violations,1/16/18,1,2018
Person,Downtown,1/28/18,1952,Assault Offenses,Aggravated Assault,1/28/18,1,2018
Property,Downtown,4/4/18,2040,Larceny Offenses,All Other Larceny,4/4/18,1,2018
Property,Downtown,4/8/18,2049,Vandalism,Vandalism,4/8/18,1,2018
Property,Downtown,5/14/18,2003,Robbery,Robbery,5/14/18,1,2018
Person,Downtown,6/4/18,0230,Assault Offenses,Simple Assault,6/4/18,3,2018
Person,Downtown,7/30/18,2245,Assault Offenses,Simple Assault,7/30/18,2,2018
Property,Downtown,9/10/18,2015,Larceny Offenses,Shoplifting,9/10/18,1,2018
Property,Downtown,9/27/18,1319,Larceny Offenses,Shoplifting,9/27/18,1,2018
Property,Downtown,10/1/18,1003,Counterfeiting/Forgery,Counterfeiting/Forgery,10/1/18,1,2018
Person,Downtown,10/27/18,1837,Assault Offenses,Simple Assault,10/27/18,1,2018
Society,Downtown,10/31/18,0024,Drug/Narcotic Offenses,Drug/Narcotic Violations,10/31/18,1,2018
Property,Downtown,12/27/18,0934,Vandalism,Vandalism,12/27/18,1,2018
Property,Downtown,11/7/18,1126,Larceny Offenses,Shoplifting,11/7/18,1,2018
Property,Downtown,11/2/18,1619,Larceny Offenses,Shoplifting,11/21/18,1,2018
Property,Downtown,5/4/18,0130,Larceny Offenses,Theft From Motor Vehicle,5/4/18,1,2018
Property,Downtown,2/2/18,0554,Motor Vehicle Theft,Motor Vehicle Theft,2/2/18,1,2018
Person,Downtown,2/2/18,1200,Assault Offenses,Simple Assault,2/4/18,1,2018
Person,Downtown,2/10/18,1930,Assault Offenses,Simple Assault,2/12/18,1,2018
Person,Downtown,6/22/18,0839,Assault Offenses,Simple Assault,6/22/18,1,2018
Property,Downtown,7/1/18,2005,Vandalism,Vandalism,7/1/18,1,2018
Property,Downtown,9/16/18,1716,Vandalism,Vandalism,9/16/18,1,2018
Property,Downtown,11/14/18,1634,Vandalism,Vandalism,11/14/18,1,2018
Property,Downtown,11/18/18,2155,Vandalism,Vandalism,11/18/18,1,2018
Property,Downtown,7/31/18,1450,Larceny Offenses,Shoplifting,7/31/18,1,2018
Property,Downtown,1/26/18,0408,Vandalism,Vandalism,1/26/18,1,2018
Person,Downtown,6/6/18,1227,Assault Offenses,Simple Assault,6/6/18,1,2018
Property,Downtown,4/11/18,1230,Larceny Offenses,All Other Larceny,4/11/18,1,2018
Property,Downtown,9/8/18,1700,Larceny Offenses,All Other Larceny,9/10/18,1,2018
Property,Downtown,3/31/18,0200,Vandalism,Vandalism,3/31/18,1,2018
Society,Downtown,3/31/18,0200,Weapon Law Violations,Weapons Law Violations,3/31/18,1,2018
Property,Downtown,5/18/18,1726,Larceny Offenses,All Other Larceny,5/18/18,1,2018
Property,Downtown,12/21/18,0923,Larceny Offenses,Theft From Building,12/21/18,1,2018
Property,Downtown,5/10/18,0900,Vandalism,Vandalism,5/10/18,1,2018
Person,Downtown,7/9/18,1010,Assault Offenses,Aggravated Assault,7/9/18,1,2018
Property,Downtown,1/29/18,1250,Larceny Offenses,Theft From Motor Vehicle,1/30/18,1,2018
Property,Downtown,4/21/18,2230,Larceny Offenses,Theft From Motor Vehicle,4/23/18,1,2018
Property,Downtown,2/22/18,1615,Larceny Offenses,Theft From Building,2/22/18,1,2018
Property,Downtown,2/5/18,2130,Fraud Offenses,Identity Theft,2/6/18,1,2018
Property,Downtown,2/5/18,2130,Larceny Offenses,All Other Larceny,2/6/18,1,2018
Property,Downtown,3/12/18,1930,Fraud Offenses,Identity Theft,3/14/18,1,2018
Property,Downtown,6/4/18,2147,Robbery,Robbery,6/4/18,1,2018
Property,Downtown,6/4/18,2147,Vandalism,Vandalism,6/4/18,1,2018
Property,Downtown,2/7/18,2300,Larceny Offenses,Theft From Building,2/10/18,1,2018
Property,Downtown,1/31/18,1350,Larceny Offenses,Shoplifting,1/31/18,1,2018
Property,Downtown,1/31/18,1800,Larceny Offenses,Theft From Motor Vehicle,1/31/18,1,2018
Property,Downtown,2/13/18,0004,Vandalism,Vandalism,2/13/18,1,2018
Property,Downtown,6/22/18,1204,Vandalism,Vandalism,6/22/18,1,2018
Property,Downtown,9/12/18,0728,Motor Vehicle Theft,Motor Vehicle Theft,9/12/18,1,2018
Property,Downtown,11/3/18,0508,Burglary,Burglary,11/3/18,1,2018
Property,Downtown,12/2/18,2053,Robbery,Robbery,12/2/18,1,2018
Society,Downtown,12/2/18,2053,Drug/Narcotic Offenses,Drug/Narcotic Violations,12/2/18,1,2018
Property,Downtown,3/14/18,1134,Larceny Offenses,Theft From Motor Vehicle,3/15/18,1,2018
Property,Downtown,4/13/18,2340,Vandalism,Vandalism,4/14/18,1,2018
Property,Downtown,9/18/18,0100,Larceny Offenses,Theft From Motor Vehicle,9/19/18,1,2018
Property,Downtown,12/29/18,0130,Vandalism,Vandalism,12/29/18,1,2018
Property,Downtown,4/14/18,1705,Vandalism,Vandalism,4/14/18,1,2018
Property,Downtown,8/2/18,0547,Vandalism,Vandalism,8/2/18,1,2018
Property,Downtown,9/26/18,1730,Larceny Offenses,Theft From Motor Vehicle,9/27/18,1,2018
Property,Downtown,10/21/18,1000,Larceny Offenses,All Other Larceny,10/23/18,1,2018
Property,Downtown,10/22/18,1800,Larceny Offenses,Theft From Motor Vehicle,10/23/18,1,2018
Property,Downtown,12/27/18,1520,Larceny Offenses,All Other Larceny,12/29/18,1,2018
Property,Downtown,9/12/18,1133,Vandalism,Vandalism,9/12/18,1,2018
Property,Downtown,12/1/18,0000,Larceny Offenses,All Other Larceny,12/5/18,1,2018
Property,Downtown,10/21/18,1951,Vandalism,Vandalism,10/21/18,1,2018
Property,Downtown,10/5/18,1645,Fraud Offenses,Identity Theft,10/5/18,1,2018
Society,Downtown,5/21/18,0712,Drug/Narcotic Offenses,Drug/Narcotic Violations,5/21/18,1,2018
Society,Downtown,5/21/18,0712,Weapon Law Violations,Weapons Law Violations,5/21/18,1,2018
Property,Downtown,6/12/18,1245,Larceny Offenses,All Other Larceny,6/13/18,1,2018
Property,Downtown,7/20/18,0000,Burglary,Burglary,8/8/18,1,2018
Property,Downtown,3/31/18,0000,Larceny Offenses,Theft From Motor Vehicle,4/2/18,1,2018
Property,Downtown,4/6/18,0330,Vandalism,Vandalism,4/6/18,1,2018
Property,Downtown,4/13/18,2345,Larceny Offenses,All Other Larceny,4/14/18,1,2018
Property,Downtown,9/10/18,2100,Larceny Offenses,All Other Larceny,9/21/18,1,2018
